school,district,type,county,total_students,total_vaccinated,vaccinated_perc,in_progress,unvacinated,total_waivers,waivers_perc,medical_waivers_n,medical_waivers_perc,religion_waivers_n,religion_wavers_perc,phil_waivers_n,phil_waivers_perc,year,state
Daycroft Montessori School - North Zeeb,Ann Arbor Public Schools,Priv,Washtenaw,8,8,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Spiritus Sanctus Academy,Ann Arbor Public Schools,Priv,Washtenaw,14,9,64.3,0,2,3,21.4,0,0.0,0,0.0,3,21.4,2019,MI
Carpenter Elementary School,Ann Arbor Public Schools,Pub,Washtenaw,78,75,96.2,2,0,1,1.3,0,0.0,1,1.3,0,0.0,2019,MI
Abbot School,Ann Arbor Public Schools,Pub,Washtenaw,49,45,91.8,1,0,3,6.1,0,0.0,1,2.0,2,4.1,2019,MI
Emerson School,Ann Arbor Public Schools,Priv,Washtenaw,16,16,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Dicken Elementary School,Ann Arbor Public Schools,Pub,Washtenaw,60,56,93.3,1,1,2,3.3,0,0.0,1,1.7,1,1.7,2019,MI
Martin Luther King Elem. School,Ann Arbor Public Schools,Pub,Washtenaw,81,79,97.5,0,2,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Haisley Elementary School,Ann Arbor Public Schools,Pub,Washtenaw,73,67,91.8,0,5,1,1.4,0,0.0,1,1.4,0,0.0,2019,MI
Angell Elementary School,Ann Arbor Public Schools,Pub,Washtenaw,63,62,98.4,0,1,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Clifford E. Bryant Comm. School,Ann Arbor Public Schools,Pub,Washtenaw,119,114,95.8,0,1,4,3.4,0,0.0,1,0.8,3,2.5,2019,MI
Logan Elementary School,Ann Arbor Public Schools,Pub,Washtenaw,64,62,96.9,0,1,1,1.6,0,0.0,0,0.0,1,1.6,2019,MI
Ann Arbor Open at Mack School,Ann Arbor Public Schools,Pub,Washtenaw,62,56,90.3,0,5,1,1.6,0,0.0,0,0.0,1,1.6,2019,MI
Uriah H. Lawton School,Ann Arbor Public Schools,Pub,Washtenaw,83,81,97.6,0,2,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
John Allen School,Ann Arbor Public Schools,Pub,Washtenaw,72,69,95.8,1,1,1,1.4,0,0.0,0,0.0,1,1.4,2019,MI
Eberwhite Elementary School,Ann Arbor Public Schools,Pub,Washtenaw,77,73,94.8,1,0,3,3.9,0,0.0,0,0.0,3,3.9,2019,MI
Pittsfield School,Ann Arbor Public Schools,Pub,Washtenaw,57,55,96.5,1,1,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Bach Elementary School,Ann Arbor Public Schools,Pub,Washtenaw,70,67,95.7,1,1,1,1.4,1,1.4,0,0.0,0,0.0,2019,MI
Lakewood Elementary School,Ann Arbor Public Schools,Pub,Washtenaw,54,53,98.1,0,0,1,1.9,0,0.0,0,0.0,1,1.9,2019,MI
St. Paul Lutheran School,Ann Arbor Public Schools,Priv,Washtenaw,22,19,86.4,0,2,1,4.5,0,0.0,0,0.0,1,4.5,2019,MI
St. Thomas School,Ann Arbor Public Schools,Priv,Washtenaw,15,15,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Hebrew Day School of Ann Arbor,Ann Arbor Public Schools,Priv,Washtenaw,12,11,91.7,0,1,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Michigan Islamic Academy,Ann Arbor Public Schools,Priv,Washtenaw,7,7,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Ann Arbor Hills Child Dev. Ctr.,Ann Arbor Public Schools,Priv,Washtenaw,6,5,83.3,0,1,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Summers-Knoll School,Ann Arbor Public Schools,Priv,Washtenaw,9,8,88.9,0,0,1,11.1,0,0.0,0,0.0,1,11.1,2019,MI
Christian Montessori School of Ann Arbor,Ann Arbor Public Schools,Priv,Washtenaw,7,7,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Green House Montessori School,Ann Arbor Public Schools,Priv,Washtenaw,6,6,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Central Academy (K),Central Academy,Pub,Washtenaw,44,44,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
North Creek Elementary School,Chelsea School District,Pub,Washtenaw,154,144,93.5,0,5,5,3.2,0,0.0,0,0.0,5,3.2,2019,MI
Dexter Early Elementary Complex,Dexter Community School District,Pub,Washtenaw,334,334,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
East Arbor Charter Academy,East Arbor Charter Academy,Pub,Washtenaw,84,78,92.9,0,2,4,4.8,0,0.0,2,2.4,2,2.4,2019,MI
Fortis Academy,Fortis Academy,Pub,Washtenaw,85,75,88.2,2,2,6,7.1,0,0.0,0,0.0,6,7.1,2019,MI
Global Tech Academy,Global Tech Academy,Pub,Washtenaw,34,34,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Honey Creek Community School,Honey Creek Community School,Pub,Washtenaw,18,15,83.3,0,0,3,16.7,0,0.0,0,0.0,3,16.7,2019,MI
Bishop Elementary School,Lincoln Consolidated School District,Pub,Washtenaw,92,90,97.8,0,0,2,2.2,0,0.0,0,0.0,2,2.2,2019,MI
Lincoln Brick Elementary School,Lincoln Consolidated School District,Pub,Washtenaw,71,68,95.8,1,1,1,1.4,0,0.0,1,1.4,0,0.0,2019,MI
Child's Elementary,Lincoln Consolidated School District,Pub,Washtenaw,77,76,98.7,0,0,1,1.3,0,0.0,0,0.0,1,1.3,2019,MI
Livingston Classical Cyber Academy,Livingston Classical Cyber Academy,Pub,Washtenaw,8,6,75.0,0,0,2,25.0,0,0.0,0,0.0,2,25.0,2019,MI
Luther C. Klager Elem. School,Manchester Community Schools,Pub,Washtenaw,78,60,76.9,0,5,13,16.7,0,0.0,1,1.3,12,15.4,2019,MI
Paddock Elementary School,Milan Area Schools,Pub,Washtenaw,176,167,94.9,1,1,7,4.0,0,0.0,0,0.0,7,4.0,2019,MI
Multicultural Academy,Multicultural Academy,Pub,Washtenaw,16,15,93.8,0,1,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Washtenaw Christian Academy,Saline Area Schools,Priv,Washtenaw,6,4,66.7,0,0,2,33.3,0,0.0,1,16.7,1,16.7,2019,MI
Pleasant Ridge Elementary School,Saline Area Schools,Pub,Washtenaw,112,105,93.8,0,0,7,6.3,0,0.0,0,0.0,7,6.3,2019,MI
Woodland Meadows Elementary School,Saline Area Schools,Pub,Washtenaw,100,99,99.0,0,0,1,1.0,0,0.0,0,0.0,1,1.0,2019,MI
Harvest Elementary School,Saline Area Schools,Pub,Washtenaw,106,101,95.3,0,0,5,4.7,0,0.0,0,0.0,5,4.7,2019,MI
South Arbor Academy,South Arbor Charter Academy,Pub,Washtenaw,79,72,91.1,0,0,7,8.9,0,0.0,4,5.1,3,3.8,2019,MI
South Pointe Scholars Charter Academy,South Pointe Scholars Charter Academy,Pub,Washtenaw,96,82,85.4,1,6,7,7.3,1,1.0,0,0.0,6,6.3,2019,MI
Whitmore Lake Elementary School,Whitmore Lake Public Schools,Pub,Washtenaw,52,48,92.3,0,1,3,5.8,0,0.0,0,0.0,3,5.8,2019,MI
Ford Early Learning Center,Ypsilanti Community Schools,Pub,Washtenaw,141,131,92.9,0,7,3,2.1,0,0.0,2,1.4,1,0.7,2019,MI
Ypsilanti International Elementary School,Ypsilanti Community Schools,Pub,Washtenaw,67,63,94.0,0,0,4,6.0,0,0.0,1,1.5,3,4.5,2019,MI
Perry Early Learning Center,Ypsilanti Community Schools,Pub,Washtenaw,265,250,94.3,2,8,5,1.9,0,0.0,1,0.4,4,1.5,2019,MI
Huron Valley Catholic School,Ypsilanti Community Schools,Priv,Washtenaw,18,16,88.9,0,0,2,11.1,2,11.1,0,0.0,0,0.0,2019,MI
Academy for Business & Technology Elementary,Academy for Business & Technology,Pub,Wayne,42,37,88.1,0,2,3,7.1,1,2.4,0,0.0,2,4.8,2019,MI
Achieve Charter Academy,Achieve Charter Academy,Pub,Wayne,89,82,92.1,0,3,4,4.5,0,0.0,1,1.1,3,3.4,2019,MI
Advanced Technology Academy,Advanced Technology Academy,Pub,Wayne,88,81,92.0,0,5,2,2.3,0,0.0,0,0.0,2,2.3,2019,MI
St Frances Cabrini Elem/Middle School,Allen Park Public Schools,Priv,Wayne,31,31,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Arno Elementary School,Allen Park Public Schools,Pub,Wayne,80,74,92.5,0,2,4,5.0,0,0.0,2,2.5,2,2.5,2019,MI
Bennie Elementary School,Allen Park Public Schools,Pub,Wayne,81,76,93.8,0,0,5,6.2,1,1.2,0,0.0,4,4.9,2019,MI
Lindemann Elementary School,Allen Park Public Schools,Pub,Wayne,82,73,89.0,1,3,5,6.1,3,3.7,0,0.0,2,2.4,2019,MI
American International Academy Elementary,American International Academy,Pub,Wayne,71,63,88.7,0,4,4,5.6,0,0.0,1,1.4,3,4.2,2019,MI
American Montessori Academy,American Montessori Academy,Pub,Wayne,70,62,88.6,0,2,6,8.6,0,0.0,3,4.3,3,4.3,2019,MI
Branch Line School,Branch Line School,Pub,Wayne,13,11,84.6,0,0,2,15.4,0,0.0,1,7.7,1,7.7,2019,MI
Bridge Academy Elementary,Bridge Academy,Pub,Wayne,81,76,93.8,2,1,2,2.5,1,1.2,1,1.2,0,0.0,2019,MI
Caniff Liberty Academy,Caniff Liberty Academy,Pub,Wayne,53,43,81.1,2,3,5,9.4,0,0.0,4,7.5,1,1.9,2019,MI
Canton Charter Academy,Canton Charter Academy,Pub,Wayne,89,88,98.9,0,1,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Beacon Elementary,City of Harper Woods Schools,Pub,Wayne,122,105,86.1,3,4,10,8.2,0,0.0,4,3.3,6,4.9,2019,MI
Creative Montessori Academy,Creative Montessori Academy,Pub,Wayne,141,123,87.2,0,4,14,9.9,0,0.0,2,1.4,12,8.5,2019,MI
Highview Elementary School,Crestwood School District,Pub,Wayne,80,76,95.0,2,0,2,2.5,0,0.0,2,2.5,0,0.0,2019,MI
WISE Academy,Crestwood School District,Priv,Wayne,21,18,85.7,0,0,3,14.3,0,0.0,0,0.0,3,14.3,2019,MI
Hillcrest Elementary School,Crestwood School District,Pub,Wayne,57,54,94.7,1,0,2,3.5,0,0.0,2,3.5,0,0.0,2019,MI
Kinloch Elementary School,Crestwood School District,Pub,Wayne,87,83,95.4,1,0,3,3.4,0,0.0,1,1.1,2,2.3,2019,MI
St Linus School,Crestwood School District,Priv,Wayne,23,19,82.6,1,0,3,13.0,0,0.0,0,0.0,3,13.0,2019,MI
Dearborn Heights Montessori Center,Crestwood School District,Priv,Wayne,9,9,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
David Ellis Academy West,David Ellis Academy West,Pub,Wayne,109,97,89.0,1,6,5,4.6,1,0.9,3,2.8,1,0.9,2019,MI
Dearborn Academy,Dearborn Academy,Pub,Wayne,47,45,95.7,0,0,2,4.3,0,0.0,1,2.1,1,2.1,2019,MI
Great Revelations Academy,Dearborn City School District,Priv,Wayne,32,32,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Divine Child Elementary School,Dearborn City School District,Priv,Wayne,42,40,95.2,0,0,2,4.8,0,0.0,0,0.0,2,4.8,2019,MI
Guardian Lutheran School,Dearborn City School District,Priv,Wayne,16,14,87.5,0,0,2,12.5,0,0.0,1,6.3,1,6.3,2019,MI
Becker Elementary School,Dearborn City School District,Pub,Wayne,27,25,92.6,2,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Oakman School,Dearborn City School District,Pub,Wayne,59,57,96.6,1,1,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Whitmore Bolles School,Dearborn City School District,Pub,Wayne,57,56,98.2,0,0,1,1.8,0,0.0,0,0.0,1,1.8,2019,MI
Maples School,Dearborn City School District,Pub,Wayne,90,86,95.6,1,3,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Howard School,Dearborn City School District,Pub,Wayne,64,62,96.9,0,2,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Howe Trainable Center and Montessori,Dearborn City School District,Pub,Wayne,21,19,90.5,1,0,1,4.8,0,0.0,0,0.0,1,4.8,2019,MI
Samuel B Long Elementary School,Dearborn City School District,Pub,Wayne,22,22,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
McDonald Elementary School,Dearborn City School District,Pub,Wayne,53,49,92.5,1,1,2,3.8,0,0.0,2,3.8,0,0.0,2019,MI
Duvall Elementary School,Dearborn City School District,Pub,Wayne,43,40,93.0,0,1,2,4.7,0,0.0,1,2.3,1,2.3,2019,MI
William Nowlin Elementary School,Dearborn City School District,Pub,Wayne,42,40,95.2,0,1,1,2.4,0,0.0,0,0.0,1,2.4,2019,MI
Henry Haigh Elementary School,Dearborn City School District,Pub,Wayne,89,83,93.3,0,3,3,3.4,0,0.0,0,0.0,3,3.4,2019,MI
Charles A Lindbergh Elementary School,Dearborn City School District,Pub,Wayne,58,56,96.6,0,0,2,3.4,0,0.0,0,0.0,2,3.4,2019,MI
Lowrey Elementary School,Dearborn City School District,Pub,Wayne,87,86,98.9,1,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Salina Elementary School,Dearborn City School District,Pub,Wayne,95,86,90.5,4,3,2,2.1,0,0.0,1,1.1,1,1.1,2019,MI
Muslim American Youth Academy,Dearborn City School District,Priv,Wayne,19,19,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Henry Ford Elementary,Dearborn City School District,Pub,Wayne,106,98,92.5,1,5,2,1.9,1,0.9,1,0.9,0,0.0,2019,MI
Snow Elementary School,Dearborn City School District,Pub,Wayne,63,63,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Miller Elementary School,Dearborn City School District,Pub,Wayne,94,92,97.9,0,1,1,1.1,0,0.0,0,0.0,1,1.1,2019,MI
River Oaks Elementary School,Dearborn City School District,Pub,Wayne,48,45,93.8,0,0,3,6.3,0,0.0,1,2.1,2,4.2,2019,MI
St. Anselm School,Dearborn City School District,Priv,Wayne,15,14,93.3,0,1,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
William Ford School,Dearborn City School District,Pub,Wayne,89,86,96.6,1,1,1,1.1,0,0.0,0,0.0,1,1.1,2019,MI
Sacred Heart School,Dearborn City School District,Priv,Wayne,22,20,90.9,1,0,1,4.5,0,0.0,0,0.0,1,4.5,2019,MI
Tawheed Center School,Dearborn City School District,Priv,Wayne,26,22,84.6,0,1,3,11.5,0,0.0,1,3.8,2,7.7,2019,MI
McCollough Elementary School,Dearborn City School District,Pub,Wayne,73,71,97.3,1,1,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Geer Park Elementary School,Dearborn City School District,Pub,Wayne,55,54,98.2,0,0,1,1.8,0,0.0,0,0.0,1,1.8,2019,MI
Bedford School,Dearborn Heights School District #7,Pub,Wayne,64,63,98.4,1,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Pardee Elementary School,Dearborn Heights School District #7,Pub,Wayne,65,60,92.3,0,0,5,7.7,0,0.0,2,3.1,3,4.6,2019,MI
Polk Elementary School,Dearborn Heights School District #7,Pub,Wayne,71,65,91.5,1,1,4,5.6,0,0.0,1,1.4,3,4.2,2019,MI
Distinctive College Prep,Distinctive College Prep,Pub,Wayne,74,65,87.8,2,3,4,5.4,0,0.0,3,4.1,1,1.4,2019,MI
Distinctive College Prep,Distinctive College Prep,Pub,Wayne,47,43,91.5,0,3,1,2.1,0,0.0,0,0.0,1,2.1,2019,MI
Ralph J Bunche School,Ecorse Public School District,Pub,Wayne,91,83,91.2,2,4,2,2.2,0,0.0,0,0.0,2,2.2,2019,MI
Ethel C Bobcean Elementary  School,Flat Rock Community Schools,Pub,Wayne,139,128,92.1,2,2,7,5.0,0,0.0,0,0.0,7,5.0,2019,MI
Lathers School,Garden City School District,Pub,Wayne,273,257,94.1,2,5,9,3.3,0,0.0,0,0.0,9,3.3,2019,MI
George Washington Carver Academy,George Washington Carver Academy District,Pub,Wayne,58,51,87.9,1,5,1,1.7,0,0.0,1,1.7,0,0.0,2019,MI
Lakeshore Virtual School,Gibraltar School District,Pub,Wayne,7,7,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Chapman Elementary School,Gibraltar School District,Pub,Wayne,67,59,88.1,1,3,4,6.0,0,0.0,1,1.5,3,4.5,2019,MI
Parsons Elementary School,Gibraltar School District,Pub,Wayne,57,52,91.2,0,2,3,5.3,0,0.0,0,0.0,3,5.3,2019,MI
Hunter Elementary School,Gibraltar School District,Pub,Wayne,59,49,83.1,0,2,8,13.6,0,0.0,2,3.4,6,10.2,2019,MI
Frank E. Weiss Elem. School,Gibraltar School District,Pub,Wayne,39,35,89.7,0,0,4,10.3,0,0.0,0,0.0,4,10.3,2019,MI
Global Heights Academy,Global Heights Academy,Pub,Wayne,55,52,94.5,0,1,2,3.6,0,0.0,0,0.0,2,3.6,2019,MI
Grand River Academy,Grand River Academy,Pub,Wayne,111,98,88.3,4,4,5,4.5,0,0.0,1,0.9,4,3.6,2019,MI
Parke Lane School,Grosse Ile Township Schools,Pub,Wayne,115,111,96.5,0,1,3,2.6,0,0.0,1,0.9,2,1.7,2019,MI
St Clare of Montefalco,Grosse Pointe Public Schools,Priv,Wayne,9,9,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
St. Paul Catholic School,Grosse Pointe Public Schools,Priv,Wayne,38,36,94.7,0,0,2,5.3,2,5.3,0,0.0,0,0.0,2019,MI
Ferry Elementary School,Grosse Pointe Public Schools,Pub,Wayne,62,60,96.8,0,0,2,3.2,0,0.0,1,1.6,1,1.6,2019,MI
George Defer Elementary School,Grosse Pointe Public Schools,Pub,Wayne,76,73,96.1,0,2,1,1.3,0,0.0,0,0.0,1,1.3,2019,MI
Kerby Elementary School,Grosse Pointe Public Schools,Pub,Wayne,44,41,93.2,0,0,3,6.8,0,0.0,0,0.0,3,6.8,2019,MI
Lewis Maire Elementary School,Grosse Pointe Public Schools,Pub,Wayne,74,69,93.2,0,0,5,6.8,0,0.0,0,0.0,5,6.8,2019,MI
Stevens T Mason Elementary School,Grosse Pointe Public Schools,Pub,Wayne,45,40,88.9,0,0,5,11.1,1,2.2,3,6.7,1,2.2,2019,MI
John Monteith Elementary School,Grosse Pointe Public Schools,Pub,Wayne,29,27,93.1,0,1,1,3.4,1,3.4,0,0.0,0,0.0,2019,MI
Our Lady Star of the Sea School,Grosse Pointe Public Schools,Priv,Wayne,20,18,90.0,0,2,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Richard Elementary School,Grosse Pointe Public Schools,Pub,Wayne,34,32,94.1,0,1,1,2.9,0,0.0,1,2.9,0,0.0,2019,MI
Robert Trombly Elementary School,Grosse Pointe Public Schools,Pub,Wayne,37,36,97.3,0,0,1,2.7,0,0.0,0,0.0,1,2.7,2019,MI
Charles A. Poupard Elem. School,Grosse Pointe Public Schools,Pub,Wayne,24,22,91.7,0,0,2,8.3,0,0.0,0,0.0,2,8.3,2019,MI
Grosse Pointe Academy,Grosse Pointe Public Schools,Priv,Wayne,20,18,90.0,0,0,2,10.0,0,0.0,0,0.0,2,10.0,2019,MI
University Liggett School,Grosse Pointe Public Schools,Priv,Wayne,22,22,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Hamtramck Academy,Hamtramck Academy,Pub,Wayne,52,50,96.2,0,2,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Early Childhood Elementary,Hamtramck Public Schools,Pub,Wayne,58,57,98.3,0,1,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Tau Beta School,Hamtramck Public Schools,Pub,Wayne,22,22,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Holbrook Elementary,Hamtramck Public Schools,Pub,Wayne,25,22,88.0,2,1,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Dickinson West Elementary School,Hamtramck Public Schools,Pub,Wayne,47,42,89.4,4,1,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Dickinson East Elementary School,Hamtramck Public Schools,Pub,Wayne,78,76,97.4,2,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Hanley International Academy,Hanley International Academy,Pub,Wayne,83,76,91.6,0,4,3,3.6,0,0.0,1,1.2,2,2.4,2019,MI
Barber Elementary School,Highland Park Public School Academy,Pub,Wayne,33,26,78.8,0,6,1,3.0,0,0.0,0,0.0,1,3.0,2019,MI
St. Stephen School,Huron School District,Priv,Wayne,12,10,83.3,0,1,1,8.3,0,0.0,0,0.0,1,8.3,2019,MI
Brown Elementary School,Huron School District,Pub,Wayne,78,70,89.7,0,1,7,9.0,0,0.0,0,0.0,7,9.0,2019,MI
St John Lutheran School,Huron School District,Priv,Wayne,11,9,81.8,0,1,1,9.1,0,0.0,0,0.0,1,9.1,2019,MI
William D. Miller Elem. School,Huron School District,Pub,Wayne,88,81,92.0,1,1,5,5.7,0,0.0,1,1.1,4,4.5,2019,MI
Inkster Preparatory Academy,Inkster Preparatory Academy,Pub,Wayne,41,38,92.7,2,1,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Ivywood Classical Academy,Ivywood Classical Academy,Pub,Wayne,34,25,73.5,0,0,9,26.5,0,0.0,5,14.7,4,11.8,2019,MI
Keystone Charter Academy,Keystone Academy,Pub,Wayne,103,90,87.4,2,0,11,10.7,0,0.0,2,1.9,9,8.7,2019,MI
Lafayette School,Lincoln Park Public Schools,Pub,Wayne,86,78,90.7,3,3,2,2.3,0,0.0,0,0.0,2,2.3,2019,MI
Hoover School,Lincoln Park Public Schools,Pub,Wayne,57,51,89.5,1,0,5,8.8,0,0.0,0,0.0,5,8.8,2019,MI
Foote Elementary School,Lincoln Park Public Schools,Pub,Wayne,53,50,94.3,0,0,3,5.7,0,0.0,1,1.9,2,3.8,2019,MI
Max Paun School,Lincoln Park Public Schools,Pub,Wayne,58,56,96.6,1,0,1,1.7,0,0.0,0,0.0,1,1.7,2019,MI
Raupp School,Lincoln Park Public Schools,Pub,Wayne,48,47,97.9,1,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
John Paul II Catholic School,Lincoln Park Public Schools,Priv,Wayne,14,12,85.7,0,1,1,7.1,0,0.0,0,0.0,1,7.1,2019,MI
Earl F. Carr School,Lincoln Park Public Schools,Pub,Wayne,58,55,94.8,1,1,1,1.7,0,0.0,0,0.0,1,1.7,2019,MI
Keppen School,Lincoln Park Public Schools,Pub,Wayne,60,55,91.7,0,4,1,1.7,0,0.0,1,1.7,0,0.0,2019,MI
Peace Lutheran School,Livonia Public Schools,Priv,Wayne,8,7,87.5,0,0,1,12.5,0,0.0,1,12.5,0,0.0,2019,MI
Brookfield Academy - Livonia,Livonia Public Schools,Priv,Wayne,14,14,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Niji Iro Japanese Immersion Elementary School,Livonia Public Schools,Pub,Wayne,48,43,89.6,0,0,5,10.4,0,0.0,2,4.2,3,6.3,2019,MI
Jackson Young Fives,Livonia Public Schools,Priv,Wayne,100,94,94.0,0,2,4,4.0,0,0.0,1,1.0,3,3.0,2019,MI
St. Michael Elementary School,Livonia Public Schools,Priv,Wayne,37,35,94.6,0,1,1,2.7,0,0.0,1,2.7,0,0.0,2019,MI
St. Edith School,Livonia Public Schools,Priv,Wayne,15,14,93.3,0,0,1,6.7,0,0.0,0,0.0,1,6.7,2019,MI
Kennedy Elementary,Livonia Public Schools,Pub,Wayne,74,70,94.6,1,1,2,2.7,0,0.0,1,1.4,1,1.4,2019,MI
Cleveland Elementary School,Livonia Public Schools,Pub,Wayne,102,97,95.1,0,0,5,4.9,0,0.0,0,0.0,5,4.9,2019,MI
Coolidge Elementary School,Livonia Public Schools,Pub,Wayne,104,98,94.2,0,1,5,4.8,0,0.0,3,2.9,2,1.9,2019,MI
Grant Elementary School,Livonia Public Schools,Pub,Wayne,117,107,91.5,0,1,9,7.7,0,0.0,1,0.9,8,6.8,2019,MI
Hayes Elementary School,Livonia Public Schools,Pub,Wayne,99,94,94.9,0,0,5,5.1,0,0.0,2,2.0,3,3.0,2019,MI
Hoover Elementary School,Livonia Public Schools,Pub,Wayne,89,81,91.0,0,0,8,9.0,0,0.0,2,2.2,6,6.7,2019,MI
Randolph Elementary School,Livonia Public Schools,Pub,Wayne,82,76,92.7,1,4,1,1.2,0,0.0,0,0.0,1,1.2,2019,MI
Roosevelt Elementary School,Livonia Public Schools,Pub,Wayne,76,70,92.1,0,0,6,7.9,0,0.0,2,2.6,4,5.3,2019,MI
Buchanan Elementary School,Livonia Public Schools,Pub,Wayne,96,79,82.3,2,1,14,14.6,0,0.0,0,0.0,14,14.6,2019,MI
St. Paul Lutheran School,Livonia Public Schools,Priv,Wayne,18,17,94.4,0,0,1,5.6,0,0.0,0,0.0,1,5.6,2019,MI
Livonia Montessori K,Livonia Public Schools,Priv,Wayne,8,6,75.0,0,0,2,25.0,0,0.0,0,0.0,2,25.0,2019,MI
Montessori Center of Our Lady,Livonia Public Schools,Priv,Wayne,15,14,93.3,0,0,1,6.7,0,0.0,1,6.7,0,0.0,2019,MI
Rosedale Elementary School,Livonia Public Schools,Pub,Wayne,69,68,98.6,0,0,1,1.4,0,0.0,0,0.0,1,1.4,2019,MI
Rogers Early Elementary School,Melvindale-North Allen Park Schools,Pub,Wayne,232,213,91.8,8,9,2,0.9,0,0.0,0,0.0,2,0.9,2019,MI
Inter-City Baptist School,Melvindale-North Allen Park Schools,Priv,Wayne,19,13,68.4,0,1,5,26.3,0,0.0,1,5.3,4,21.1,2019,MI
Montessori Children's Center,Melvindale-North Allen Park Schools,Priv,Wayne,22,21,95.5,0,0,1,4.5,0,0.0,0,0.0,1,4.5,2019,MI
Metro Charter Academy,Metro Charter Academy,Pub,Wayne,71,65,91.5,1,0,5,7.0,0,0.0,1,1.4,4,5.6,2019,MI
Our Lady of Victory School,Northville Public Schools,Priv,Wayne,41,41,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Northville Christian School,Northville Public Schools,Priv,Wayne,25,16,64.0,0,3,6,24.0,0,0.0,1,4.0,5,20.0,2019,MI
Silver Springs Elementary School,Northville Public Schools,Pub,Wayne,87,85,97.7,0,0,2,2.3,0,0.0,0,0.0,2,2.3,2019,MI
Thornton Creek Elementary School,Northville Public Schools,Pub,Wayne,67,63,94.0,0,1,3,4.5,0,0.0,2,3.0,1,1.5,2019,MI
Winchester Elementary School,Northville Public Schools,Pub,Wayne,88,86,97.7,0,0,2,2.3,0,0.0,0,0.0,2,2.3,2019,MI
Amerman Elementary School,Northville Public Schools,Pub,Wayne,60,57,95.0,0,0,3,5.0,0,0.0,0,0.0,3,5.0,2019,MI
Ridge Wood Elementary School,Northville Public Schools,Pub,Wayne,67,59,88.1,0,2,6,9.0,0,0.0,0,0.0,6,9.0,2019,MI
Moraine Elementary School,Northville Public Schools,Pub,Wayne,69,65,94.2,0,1,3,4.3,0,0.0,0,0.0,3,4.3,2019,MI
St Paul Lutheran School,Northville Public Schools,Priv,Wayne,8,5,62.5,0,1,2,25.0,1,12.5,1,12.5,0,0.0,2019,MI
Miller Elementary School,Plymouth Canton Schools,Pub,Wayne,53,48,90.6,0,1,4,7.5,0,0.0,0,0.0,4,7.5,2019,MI
